customer_id,first_name,last_name,email,region,customer_segment,created_at
364,Joel,Andersen,joel.andersen364@example.com,West,New,2024-08-26
365,Jason,Miller,jason.miller365@example.com,Southwest,Loyal,2023-09-10
366,Brenda,Clark,brenda.clark366@example.com,West,High Value,2023-04-22
367,Cindy,Jones,cindy.jones367@example.com,Northeast,Returning,2023-01-30
368,Adrian,Hodge,adrian.hodge368@example.com,Southwest,New,2023-03-19
369,Dale,Ellis,dale.ellis369@example.com,Northeast,Returning,2024-09-30
370,Jeremy,Harding,jeremy.harding370@example.com,West,New,2023-05-20
371,Robert,White,robert.white371@example.com,Midwest,New,2024-08-11
372,Keith,Sims,keith.sims372@example.com,Southeast,Loyal,2025-11-06
373,Brittney,Oliver,brittney.oliver373@example.com,West,Returning,2024-05-01
374,Billy,Brown,billy.brown374@example.com,Midwest,New,2023-07-20
375,Jared,Villarreal,jared.villarreal375@example.com,Southwest,New,2024-06-23
376,Jonathan,Richard,jonathan.richard376@example.com,Southeast,High Value,2025-01-27
377,Ryan,Mooney,ryan.mooney377@example.com,Southeast,Returning,2024-11-18
378,Elaine,Smith,elaine.smith378@example.com,Southwest,Returning,2023-09-24
379,John,Clark,john.clark379@example.com,Southwest,High Value,2025-12-25
380,Kevin,Garcia,kevin.garcia380@example.com,Midwest,Returning,2023-05-10
381,Kyle,Rowland,kyle.rowland381@example.com,Midwest,New,2025-02-23
382,Kimberly,Allen,kimberly.allen382@example.com,Northeast,New,2023-11-08
383,Kelly,Lyons,kelly.lyons383@example.com,Midwest,New,2025-10-27
384,Kayla,Peterson,kayla.peterson384@example.com,Southeast,Loyal,2023-07-05
385,Lisa,Long,lisa.long385@example.com,Northeast,Loyal,2023-09-06
386,Jennifer,Wiley,jennifer.wiley386@example.com,West,New,2024-07-26
387,David,Smith,david.smith387@example.com,Southeast,Returning,2023-04-26
388,Haley,Harvey,haley.harvey388@example.com,Midwest,New,2025-09-30
389,Samuel,Ford,samuel.ford389@example.com,Northeast,Loyal,2023-06-11
390,William,Martinez,william.martinez390@example.com,Midwest,Loyal,2023-08-09
391,Connie,Haynes,connie.haynes391@example.com,Midwest,Returning,2023-02-23
392,Kathy,Sawyer,kathy.sawyer392@example.com,Midwest,New,2024-04-26
393,Alyssa,Jones,alyssa.jones393@example.com,Southwest,New,2025-07-18
394,Jamie,Rangel,jamie.rangel394@example.com,Southwest,Loyal,2025-05-24
395,Christopher,Tucker,christopher.tucker395@example.com,Northeast,New,2025-04-27
396,Blake,Bryant,blake.bryant396@example.com,West,High Value,2024-10-14
397,Teresa,Bradley,teresa.bradley397@example.com,Southeast,Loyal,2025-04-08
398,Francisco,Blankenship,francisco.blankenship398@example.com,Midwest,New,2024-02-11
399,Leah,Lewis,leah.lewis399@example.com,Southwest,New,2024-11-18
400,Victor,Martinez,victor.martinez400@example.com,West,Returning,2025-04-29
401,Bethany,Weaver,bethany.weaver401@example.com,Northeast,New,2025-01-12
402,Spencer,Fisher,spencer.fisher402@example.com,Southeast,New,2023-12-01
403,Alexis,Schneider,alexis.schneider403@example.com,Southwest,New,2024-01-24
404,Amy,Carter,amy.carter404@example.com,Southeast,New,2024-02-20
405,Matthew,Hutchinson,matthew.hutchinson405@example.com,Northeast,New,2023-11-11
406,David,Wu,david.wu406@example.com,West,High Value,2023-12-04
407,Timothy,Weaver,timothy.weaver407@example.com,West,Returning,2025-03-28
408,Leroy,Jackson,leroy.jackson408@example.com,Northeast,Loyal,2024-09-13
409,Tara,Jackson,tara.jackson409@example.com,Southeast,New,2024-01-15
410,Julie,Campbell,julie.campbell410@example.com,Midwest,New,2023-02-14
411,Jessica,Thompson,jessica.thompson411@example.com,West,High Value,2024-09-07
412,Scott,Reynolds,scott.reynolds412@example.com,West,Returning,2024-05-17
413,Stephanie,Wallace,stephanie.wallace413@example.com,Midwest,Returning,2025-03-15
414,Christina,White,christina.white414@example.com,Northeast,High Value,2025-07-12
415,Rebecca,Clarke,rebecca.clarke415@example.com,Southwest,Returning,2023-12-28
416,David,Roy,david.roy416@example.com,Southeast,New,2024-01-02
417,Brenda,Lee,brenda.lee417@example.com,Midwest,New,2025-02-11
418,Christopher,Gomez,christopher.gomez418@example.com,Southwest,Returning,2024-04-06
419,Sarah,Rivers,sarah.rivers419@example.com,Southeast,High Value,2024-12-31
420,Ashley,Bush,ashley.bush420@example.com,West,New,2023-06-15
421,Brent,Wilson,brent.wilson421@example.com,Southwest,High Value,2025-09-08
422,Derek,Fitzpatrick,derek.fitzpatrick422@example.com,Northeast,New,2025-09-19
423,Anthony,Carrillo,anthony.carrillo423@example.com,Southwest,New,2025-10-24
424,Ann,Howard,ann.howard424@example.com,Northeast,Returning,2024-12-18
425,Michelle,Miller,michelle.miller425@example.com,Southeast,Loyal,2024-04-09
426,Michelle,Gross,michelle.gross426@example.com,Midwest,Returning,2024-05-18
427,Robert,Turner,robert.turner427@example.com,Southwest,New,2024-03-13
428,Lori,Paul,lori.paul428@example.com,Southwest,Loyal,2023-11-04
429,John,Key,john.key429@example.com,Northeast,New,2025-04-18
430,Wendy,Bell,wendy.bell430@example.com,West,Loyal,2024-07-29
431,Amy,May,amy.may431@example.com,West,New,2023-01-07
432,Erin,Leon,erin.leon432@example.com,Northeast,Returning,2024-01-27
433,Julie,Byrd,julie.byrd433@example.com,Midwest,Loyal,2023-04-10
434,John,Meza,john.meza434@example.com,Midwest,Returning,2023-01-21
435,Melissa,Villa,melissa.villa435@example.com,Southwest,Returning,2023-01-09
436,Richard,Bryant,richard.bryant436@example.com,Midwest,Returning,2024-03-11
437,Douglas,Ramirez,douglas.ramirez437@example.com,Northeast,Loyal,2023-05-17
438,Jennifer,Williams,jennifer.williams438@example.com,Southwest,Returning,2024-10-07
439,Bryan,Contreras,bryan.contreras439@example.com,West,New,2024-10-09
440,John,Gray,john.gray440@example.com,Southeast,Returning,2023-11-26
441,Glenn,Joseph,glenn.joseph441@example.com,Southeast,Loyal,2025-12-10
442,Mark,Lopez,mark.lopez442@example.com,Southwest,Returning,2023-04-03
443,Kristine,Johnson,kristine.johnson443@example.com,Southwest,Loyal,2024-03-26
444,Kelly,Lynch,kelly.lynch444@example.com,Northeast,Loyal,2024-09-03
445,Jason,Sellers,jason.sellers445@example.com,Southwest,New,2025-12-25
446,Brian,Herrera,brian.herrera446@example.com,Southwest,New,2025-04-24
447,Daniel,Walker,daniel.walker447@example.com,Southwest,Returning,2024-07-03
448,Christopher,Davis,christopher.davis448@example.com,Northeast,Returning,2023-04-09
449,Dustin,Wagner,dustin.wagner449@example.com,West,New,2023-04-20
450,Joann,Mckee,joann.mckee450@example.com,West,New,2023-02-23
451,Christopher,Miranda,christopher.miranda451@example.com,West,Returning,2023-06-08
452,Nathan,Smith,nathan.smith452@example.com,Midwest,High Value,2023-10-29
453,Stephen,Kim,stephen.kim453@example.com,Southeast,Loyal,2024-05-21
454,Walter,Schultz,walter.schultz454@example.com,Southeast,Returning,2023-03-19
455,Steven,Bryant,steven.bryant455@example.com,Northeast,Returning,2024-01-14
456,Alicia,Wallace,alicia.wallace456@example.com,Northeast,Loyal,2025-03-28
457,Jillian,Sanchez,jillian.sanchez457@example.com,Southwest,New,2024-02-07
458,Jeanette,Young,jeanette.young458@example.com,Southwest,New,2025-12-21
459,Ariana,Rice,ariana.rice459@example.com,Southeast,Loyal,2023-04-19
460,Janet,Pearson,janet.pearson460@example.com,Midwest,Loyal,2024-12-24
461,Grace,Mckenzie,grace.mckenzie461@example.com,Northeast,Returning,2025-10-07
462,James,Burke,james.burke462@example.com,Midwest,Loyal,2023-11-29
463,Thomas,Brown,thomas.brown463@example.com,Northeast,Returning,2024-04-23
464,Michael,Miller,michael.miller464@example.com,West,Loyal,2023-07-28
465,Andres,Davis,andres.davis465@example.com,Northeast,Returning,2024-10-08
466,Sara,Smith,sara.smith466@example.com,Southwest,Loyal,2025-01-12
467,Tracy,Luna,tracy.luna467@example.com,West,High Value,2025-01-09
468,Eric,Henry,eric.henry468@example.com,Midwest,Returning,2025-04-22
469,Michael,Lester,michael.lester469@example.com,West,Returning,2023-07-22
470,David,Reynolds,david.reynolds470@example.com,West,Returning,2023-09-16
471,Angela,Jennings,angela.jennings471@example.com,Southwest,New,2024-03-18
472,Susan,Thomas,susan.thomas472@example.com,Northeast,Returning,2025-12-07
473,David,Lawson,david.lawson473@example.com,Northeast,New,2023-01-14
474,Melissa,Wright,melissa.wright474@example.com,Midwest,High Value,2024-11-13
475,James,Gomez,james.gomez475@example.com,West,Returning,2024-02-05
476,Michael,Mason,michael.mason476@example.com,Southwest,Loyal,2023-12-19
477,James,Carter,james.carter477@example.com,Southeast,New,2023-04-26
478,Sarah,Miller,sarah.miller478@example.com,Northeast,New,2025-08-05
479,David,Brown,david.brown479@example.com,Southwest,Returning,2025-06-06
480,April,Watkins,april.watkins480@example.com,Midwest,New,2023-11-11
481,Micheal,Mcguire,micheal.mcguire481@example.com,Midwest,Returning,2024-12-06
482,Ana,Escobar,ana.escobar482@example.com,Southeast,High Value,2023-08-25
483,Jonathan,Baker,jonathan.baker483@example.com,Southwest,Loyal,2024-07-09
484,Robert,Thomas,robert.thomas484@example.com,Southwest,Loyal,2024-11-13
485,Joann,Smith,joann.smith485@example.com,Southeast,New,2023-07-15
486,Todd,Crawford,todd.crawford486@example.com,Southeast,Returning,2023-10-27
487,Adam,Rodriguez,adam.rodriguez487@example.com,Southeast,New,2025-02-10
488,Ryan,Ramos,ryan.ramos488@example.com,West,New,2023-02-28
489,Zachary,Ayala,zachary.ayala489@example.com,Southwest,New,2025-12-09
490,Courtney,Brown,courtney.brown490@example.com,Midwest,New,2023-08-08
491,Taylor,Campbell,taylor.campbell491@example.com,Midwest,New,2024-01-19
492,Laura,Thompson,laura.thompson492@example.com,Midwest,High Value,2025-12-26
493,Jeffrey,Robinson,jeffrey.robinson493@example.com,Southeast,New,2025-07-19
494,Jack,Griffith,jack.griffith494@example.com,Southeast,Loyal,2025-07-14
495,Dylan,Williams,dylan.williams495@example.com,Northeast,New,2024-12-27
496,Melissa,Wise,melissa.wise496@example.com,Southwest,Loyal,2025-08-11
497,Michele,Miranda,michele.miranda497@example.com,Northeast,Returning,2024-05-08
498,Sarah,Gonzalez,sarah.gonzalez498@example.com,Southeast,High Value,2025-01-21
499,Gail,Howard,gail.howard499@example.com,Midwest,New,2024-04-24
500,Emily,Jones,emily.jones500@example.com,Northeast,Loyal,2024-03-23
501,Matthew,Hines,matthew.hines501@example.com,Southeast,Loyal,2025-01-29
502,Robert,Allen,robert.allen502@example.com,Southwest,New,2023-06-22
503,Roger,Benitez,roger.benitez503@example.com,Northeast,New,2023-02-09
504,Tracey,Flynn,tracey.flynn504@example.com,Southwest,New,2023-06-05
505,Thomas,Stevens,thomas.stevens505@example.com,Northeast,New,2025-05-14
506,Anna,Singh,anna.singh506@example.com,Southwest,New,2025-10-31
507,Lacey,Wilson,lacey.wilson507@example.com,Southwest,Loyal,2025-04-28
508,Stephanie,Underwood,stephanie.underwood508@example.com,Southeast,New,2024-01-17
509,Madison,Harris,madison.harris509@example.com,Midwest,Loyal,2025-04-28
510,Yvette,Reed,yvette.reed510@example.com,Northeast,New,2024-05-31
511,Cheryl,Guzman,cheryl.guzman511@example.com,Southwest,Loyal,2024-04-16
512,Elijah,Hernandez,elijah.hernandez512@example.com,Southeast,Returning,2025-01-02
513,Morgan,Roberts,morgan.roberts513@example.com,Midwest,Returning,2025-08-31
514,Amanda,James,amanda.james514@example.com,Midwest,Returning,2025-12-07
515,Craig,Foster,craig.foster515@example.com,Southeast,Returning,2023-10-11
516,Robert,Moore,robert.moore516@example.com,West,New,2023-11-22
517,Robert,Kramer,robert.kramer517@example.com,Midwest,New,2023-03-22
518,Bryan,Perkins,bryan.perkins518@example.com,Midwest,New,2025-05-19
519,George,Miles,george.miles519@example.com,Southwest,High Value,2024-04-26
520,Frank,Martin,frank.martin520@example.com,Northeast,New,2023-08-01
521,John,Price,john.price521@example.com,Midwest,Returning,2024-01-15
522,Cynthia,Mitchell,cynthia.mitchell522@example.com,Midwest,Returning,2024-05-04
523,Gregory,Myers,gregory.myers523@example.com,Southeast,Returning,2025-04-27
524,Heather,Roberts,heather.roberts524@example.com,Southwest,Loyal,2024-01-04
525,Jessica,Anderson,jessica.anderson525@example.com,Southeast,Returning,2025-04-28
526,Krystal,Turner,krystal.turner526@example.com,Northeast,High Value,2023-12-13
527,Sara,Parker,sara.parker527@example.com,Southeast,New,2025-08-27
528,Samantha,Moore,samantha.moore528@example.com,Southeast,Returning,2025-03-28
529,Heather,Rose,heather.rose529@example.com,Northeast,New,2023-11-17
530,Justin,Burton,justin.burton530@example.com,Midwest,New,2023-08-18
531,James,Washington,james.washington531@example.com,Southwest,New,2024-08-27
532,Laura,Massey,laura.massey532@example.com,Southeast,Returning,2023-02-09
533,Krystal,Phillips,krystal.phillips533@example.com,Southwest,Loyal,2025-10-03
534,Michelle,Clark,michelle.clark534@example.com,West,Returning,2023-08-04
535,Matthew,Jackson,matthew.jackson535@example.com,Southeast,Returning,2025-06-11
536,Troy,Becker,troy.becker536@example.com,Southeast,Returning,2024-08-20
537,Jerome,Austin,jerome.austin537@example.com,West,New,2025-09-30
538,Cynthia,Stewart,cynthia.stewart538@example.com,Southeast,Returning,2024-07-03
539,Christian,Valenzuela,christian.valenzuela539@example.com,West,Returning,2023-06-27
540,Jennifer,Ramirez,jennifer.ramirez540@example.com,Southwest,Returning,2023-10-26
541,Brittany,Sims,brittany.sims541@example.com,Midwest,New,2024-08-24
542,Nathan,Johnson,nathan.johnson542@example.com,Northeast,Returning,2024-12-06
543,Amanda,Adams,amanda.adams543@example.com,Northeast,Returning,2025-11-06
544,Brandon,Cochran,brandon.cochran544@example.com,Southwest,Returning,2023-03-24
545,Heather,Burns,heather.burns545@example.com,Northeast,New,2025-04-25
546,Tammy,Torres,tammy.torres546@example.com,Midwest,High Value,2023-12-05
547,Jessica,Andrews,jessica.andrews547@example.com,West,Returning,2024-03-11
548,Shane,Garrett,shane.garrett548@example.com,West,New,2025-08-09
549,Darryl,Welch,darryl.welch549@example.com,Southwest,New,2023-05-31
550,Robert,Woodard,robert.woodard550@example.com,Midwest,New,2024-06-22
551,Brenda,Johnson,brenda.johnson551@example.com,Southeast,High Value,2024-07-04
552,Sarah,Valdez,sarah.valdez552@example.com,Southeast,New,2023-07-18
553,Megan,Jordan,megan.jordan553@example.com,Midwest,Loyal,2024-09-03
554,Jessica,Acosta,jessica.acosta554@example.com,Midwest,New,2024-04-23
555,Crystal,Frank,crystal.frank555@example.com,Northeast,Returning,2024-06-02
556,Steven,Anderson,steven.anderson556@example.com,West,Returning,2025-03-10
557,Brittany,Serrano,brittany.serrano557@example.com,Midwest,Returning,2024-03-20
558,Donald,Haynes,donald.haynes558@example.com,Northeast,Returning,2024-07-21
559,Elizabeth,Reeves,elizabeth.reeves559@example.com,Midwest,High Value,2024-12-24
560,Alexander,Richard,alexander.richard560@example.com,Northeast,New,2023-01-18
561,Christopher,Campbell,christopher.campbell561@example.com,Midwest,Returning,2025-09-16
562,Heather,Williams,heather.williams562@example.com,Southeast,New,2025-02-22
563,Danielle,Green,danielle.green563@example.com,Southwest,Loyal,2025-12-10
564,Jennifer,Glenn,jennifer.glenn564@example.com,Southeast,New,2024-03-16
565,Deborah,Brown,deborah.brown565@example.com,Midwest,Loyal,2025-05-08
566,Raymond,Wright,raymond.wright566@example.com,Northeast,New,2024-10-12
567,Rebecca,Conner,rebecca.conner567@example.com,Southwest,Loyal,2023-07-13
568,Betty,Combs,betty.combs568@example.com,Southwest,New,2025-06-24
569,Leslie,Parks,leslie.parks569@example.com,Northeast,New,2025-06-20
570,Travis,Cummings,travis.cummings570@example.com,Northeast,Returning,2025-08-21
571,Jeff,Lopez,jeff.lopez571@example.com,Southeast,Returning,2023-10-26
572,Kyle,Robbins,kyle.robbins572@example.com,Northeast,New,2023-11-27
573,Robert,Hopkins,robert.hopkins573@example.com,Southwest,New,2025-03-30
574,Roy,White,roy.white574@example.com,Northeast,Loyal,2023-08-10
575,Kelli,Lynn,kelli.lynn575@example.com,West,New,2025-08-04
576,Dennis,Taylor,dennis.taylor576@example.com,Northeast,Returning,2025-11-06
577,Savannah,Thompson,savannah.thompson577@example.com,Southwest,New,2024-08-27
578,Ashley,Riley,ashley.riley578@example.com,West,Loyal,2024-07-07
579,Tara,Mason,tara.mason579@example.com,Southeast,Loyal,2025-07-31
580,Monica,Bass,monica.bass580@example.com,West,New,2023-05-07
581,Carl,May,carl.may581@example.com,Southeast,Returning,2025-10-03
582,Samantha,Thompson,samantha.thompson582@example.com,Southeast,New,2024-04-20
583,Thomas,Noble,thomas.noble583@example.com,Southwest,Returning,2025-02-15
584,Ashley,Fletcher,ashley.fletcher584@example.com,Southeast,New,2024-08-30
585,Christine,Smith,christine.smith585@example.com,Southwest,Returning,2025-09-01
586,Aaron,Thompson,aaron.thompson586@example.com,Midwest,Returning,2023-06-14
587,Sheila,Thompson,sheila.thompson587@example.com,Southwest,New,2025-02-07
588,David,Gilbert,david.gilbert588@example.com,Northeast,New,2025-07-15
589,John,Parsons,john.parsons589@example.com,Southwest,Returning,2024-12-03
590,Melinda,Long,melinda.long590@example.com,Southeast,New,2023-09-04
591,Candace,Galloway,candace.galloway591@example.com,Midwest,New,2025-01-14
592,Thomas,Monroe,thomas.monroe592@example.com,Southeast,New,2024-06-11
593,Andrew,Gibson,andrew.gibson593@example.com,Midwest,Loyal,2025-02-21
594,Amanda,Perez,amanda.perez594@example.com,Southwest,New,2024-06-30
595,Taylor,Rivas,taylor.rivas595@example.com,Northeast,Loyal,2023-06-05
596,Lisa,Myers,lisa.myers596@example.com,West,Loyal,2024-09-19
597,Brittany,Tucker,brittany.tucker597@example.com,Northeast,Returning,2024-05-14
598,Wesley,Greer,wesley.greer598@example.com,Southwest,Returning,2023-05-13
599,James,Duran,james.duran599@example.com,Southeast,High Value,2025-08-13
600,Amanda,Alvarado,amanda.alvarado600@example.com,Northeast,Loyal,2025-06-12
601,Eric,Gonzales,eric.gonzales601@example.com,Southwest,High Value,2023-04-22
602,Kimberly,Boyd,kimberly.boyd602@example.com,West,New,2024-03-03
603,Kristen,Lloyd,kristen.lloyd603@example.com,Southeast,Loyal,2024-12-25
604,Taylor,Warren,taylor.warren604@example.com,Northeast,New,2024-01-10
605,Stephanie,Meadows,stephanie.meadows605@example.com,Midwest,Loyal,2024-02-01
606,Michelle,Perez,michelle.perez606@example.com,Midwest,Returning,2025-04-10
607,James,Chaney,james.chaney607@example.com,Southwest,New,2024-06-14
608,Adrienne,Mccall,adrienne.mccall608@example.com,Southwest,Returning,2023-06-18
609,Courtney,Jackson,courtney.jackson609@example.com,Southwest,Returning,2024-08-01
610,Patricia,Moore,patricia.moore610@example.com,Southeast,New,2025-07-29
611,David,Bowers,david.bowers611@example.com,Midwest,High Value,2025-10-20
612,Bill,Pacheco,bill.pacheco612@example.com,Midwest,Returning,2025-05-27
613,Kristin,Johnson,kristin.johnson613@example.com,Southwest,Returning,2024-12-21
614,Ashley,Perry,ashley.perry614@example.com,Midwest,Loyal,2023-09-07
615,Laura,Wu,laura.wu615@example.com,Southeast,High Value,2024-11-17
616,Karen,Ruiz,karen.ruiz616@example.com,West,Loyal,2023-09-17
617,Eric,Buchanan,eric.buchanan617@example.com,Southeast,Returning,2025-01-06
618,Erik,Wright,erik.wright618@example.com,Southeast,New,2023-06-23
619,William,Moore,william.moore619@example.com,Midwest,New,2023-08-20
620,Barbara,Page,barbara.page620@example.com,Southeast,Returning,2023-01-11
621,Melanie,Howard,melanie.howard621@example.com,Southeast,New,2024-11-08
622,Charles,Massey,charles.massey622@example.com,Midwest,New,2024-11-17
623,Michelle,Aguilar,michelle.aguilar623@example.com,Southeast,Loyal,2025-10-03
624,Michael,Rush,michael.rush624@example.com,Midwest,Returning,2024-03-27
625,Mark,Cannon,mark.cannon625@example.com,Southeast,Loyal,2023-11-28
626,David,Williams,david.williams626@example.com,Northeast,New,2025-09-25
627,Mark,Vaughan,mark.vaughan627@example.com,Southeast,New,2023-09-26
628,Angela,Martin,angela.martin628@example.com,Northeast,Returning,2023-12-31
629,Yolanda,Lee,yolanda.lee629@example.com,Northeast,High Value,2023-10-03
630,Lisa,Figueroa,lisa.figueroa630@example.com,Midwest,Loyal,2023-01-08
631,Nathaniel,Larson,nathaniel.larson631@example.com,Southwest,Returning,2024-12-26
632,Antonio,Owens,antonio.owens632@example.com,Southeast,New,2023-09-03
633,Thomas,Carney,thomas.carney633@example.com,Midwest,Returning,2024-09-11
634,Julie,Chase,julie.chase634@example.com,Southeast,Returning,2023-08-28
635,Connor,Johns,connor.johns635@example.com,Southwest,New,2025-10-25
636,James,Foster,james.foster636@example.com,Southwest,Loyal,2024-04-26
637,Teresa,Taylor,teresa.taylor637@example.com,Southwest,Loyal,2025-06-10
638,John,Brandt,john.brandt638@example.com,Southeast,Returning,2023-09-15
639,Jose,Camacho,jose.camacho639@example.com,Southeast,Loyal,2025-04-07
640,Jodi,Johnson,jodi.johnson640@example.com,Northeast,Returning,2023-11-16
641,Aaron,Miller,aaron.miller641@example.com,Midwest,Returning,2025-11-16
642,Andrew,Walker,andrew.walker642@example.com,Midwest,Loyal,2025-10-04
643,Allison,Vasquez,allison.vasquez643@example.com,West,Returning,2023-12-21
644,Bryan,Ewing,bryan.ewing644@example.com,Southeast,Returning,2024-10-29
645,Brooke,Wood,brooke.wood645@example.com,Southeast,Returning,2024-07-20
646,Stephanie,Johnson,stephanie.johnson646@example.com,Northeast,Loyal,2023-01-09
647,Jennifer,Keller,jennifer.keller647@example.com,Northeast,Returning,2023-12-05
648,Tony,Johnson,tony.johnson648@example.com,Southeast,Loyal,2023-08-06
649,Joanne,Mendoza,joanne.mendoza649@example.com,Northeast,Loyal,2025-11-08
650,Shelby,Smith,shelby.smith650@example.com,Northeast,New,2023-09-21
651,James,Hardy,james.hardy651@example.com,Southeast,Returning,2024-04-06
652,Carl,Watson,carl.watson652@example.com,Northeast,New,2025-12-30
653,Travis,Cox,travis.cox653@example.com,West,New,2024-12-02
654,Anthony,Hardy,anthony.hardy654@example.com,West,Returning,2023-09-05
655,Ryan,Davidson,ryan.davidson655@example.com,Midwest,New,2024-08-14
656,Evan,Torres,evan.torres656@example.com,Midwest,Returning,2023-10-29
657,Gabriela,Bailey,gabriela.bailey657@example.com,Midwest,Returning,2024-07-11
658,Eric,Parks,eric.parks658@example.com,Midwest,New,2023-07-04
659,Megan,Mason,megan.mason659@example.com,Southeast,New,2023-08-19
660,Shawn,Hooper,shawn.hooper660@example.com,Southeast,Returning,2024-07-16
661,Juan,Williams,juan.williams661@example.com,Southeast,New,2023-09-22
662,Charlotte,Woodard,charlotte.woodard662@example.com,Southeast,New,2023-11-19
663,Eric,Mcintyre,eric.mcintyre663@example.com,Midwest,Returning,2024-10-16
664,Crystal,Morales,crystal.morales664@example.com,Southwest,Returning,2023-09-02
665,Martin,Morrison,martin.morrison665@example.com,Northeast,New,2025-09-29
666,John,Maynard,john.maynard666@example.com,West,Returning,2023-07-11
667,Lori,Wilcox,lori.wilcox667@example.com,Midwest,New,2025-07-28
668,Annette,Hart,annette.hart668@example.com,Northeast,Loyal,2024-03-29
669,Connor,Campbell,connor.campbell669@example.com,Midwest,High Value,2025-06-29
670,Charles,Hull,charles.hull670@example.com,West,Loyal,2024-03-27
671,James,Fuentes,james.fuentes671@example.com,Southeast,Returning,2023-05-09
672,Chelsey,Logan,chelsey.logan672@example.com,Northeast,Returning,2024-08-31
673,Gloria,Garza,gloria.garza673@example.com,Southwest,Loyal,2025-12-03
674,Bryce,Miller,bryce.miller674@example.com,Southeast,New,2024-09-09
675,Erin,Potter,erin.potter675@example.com,Northeast,Returning,2025-03-25
676,Beverly,Wilcox,beverly.wilcox676@example.com,Southeast,New,2024-05-08
677,Heather,Stout,heather.stout677@example.com,Southeast,Returning,2025-01-22
678,Laura,Montoya,laura.montoya678@example.com,Southeast,Returning,2023-07-08
679,Alex,Hooper,alex.hooper679@example.com,Southwest,High Value,2023-04-02
680,Christopher,Glover,christopher.glover680@example.com,Northeast,Returning,2025-10-12
681,Sherry,Lewis,sherry.lewis681@example.com,Southwest,New,2024-03-22
682,Lisa,Christian,lisa.christian682@example.com,Southwest,New,2024-11-13
683,Nicole,Edwards,nicole.edwards683@example.com,Midwest,Returning,2025-05-23
684,Diane,Jimenez,diane.jimenez684@example.com,Midwest,Returning,2023-02-15
685,Matthew,Garza,matthew.garza685@example.com,Southeast,High Value,2024-07-10
686,Dawn,Shepard,dawn.shepard686@example.com,Northeast,New,2023-11-25
687,Patricia,Dunn,patricia.dunn687@example.com,Southeast,Returning,2024-01-30
688,Andrew,Henderson,andrew.henderson688@example.com,West,New,2024-07-02
689,James,Smith,james.smith689@example.com,Northeast,New,2024-01-09
690,Hannah,Turner,hannah.turner690@example.com,Southwest,Returning,2024-11-12
691,Kenneth,Phillips,kenneth.phillips691@example.com,Southeast,High Value,2023-10-11
692,Jack,Baker,jack.baker692@example.com,Southeast,Loyal,2025-07-04
693,Edward,Morris,edward.morris693@example.com,Midwest,Loyal,2025-04-23
694,Johnny,Garza,johnny.garza694@example.com,Northeast,New,2024-12-22
695,Robert,Ferguson,robert.ferguson695@example.com,Midwest,New,2023-04-22
696,Dean,Roberts,dean.roberts696@example.com,Southeast,New,2023-01-05
697,David,Stewart,david.stewart697@example.com,Midwest,Returning,2023-03-27
698,Wayne,Tucker,wayne.tucker698@example.com,West,High Value,2025-12-22
699,Kevin,Woods,kevin.woods699@example.com,Northeast,Returning,2024-11-02
700,Ricardo,Francis,ricardo.francis700@example.com,Southeast,Returning,2025-03-14
701,Leslie,Ritter,leslie.ritter701@example.com,Southwest,New,2025-08-24
702,Janet,Olson,janet.olson702@example.com,Southwest,Returning,2025-02-24
703,Tyler,Martinez,tyler.martinez703@example.com,West,New,2025-03-25
704,Jason,Simon,jason.simon704@example.com,West,New,2023-02-23
705,Jason,Ochoa,jason.ochoa705@example.com,Northeast,Returning,2025-11-30
706,Anita,Gutierrez,anita.gutierrez706@example.com,Midwest,Returning,2024-12-22
707,Jeremy,Turner,jeremy.turner707@example.com,Northeast,Returning,2024-01-10
708,Christopher,Anderson,christopher.anderson708@example.com,Northeast,New,2025-08-07
709,Cheryl,Mccall,cheryl.mccall709@example.com,Midwest,Loyal,2023-12-10
710,Sandra,Fisher,sandra.fisher710@example.com,Southwest,Returning,2024-10-28
711,Stephanie,Stout,stephanie.stout711@example.com,Northeast,Returning,2023-05-11
712,Mercedes,Hunter,mercedes.hunter712@example.com,Northeast,Returning,2025-12-03
713,Tiffany,King,tiffany.king713@example.com,Southeast,Loyal,2023-08-17
714,Lindsey,Long,lindsey.long714@example.com,West,New,2023-10-10
715,Ryan,Payne,ryan.payne715@example.com,Northeast,Returning,2024-02-11
716,Elizabeth,Morgan,elizabeth.morgan716@example.com,Southwest,New,2023-01-22
717,Margaret,Evans,margaret.evans717@example.com,West,New,2025-03-26
718,Julie,Brown,julie.brown718@example.com,West,New,2024-05-09
719,Benjamin,Bond,benjamin.bond719@example.com,West,High Value,2023-12-17
720,Susan,Fuller,susan.fuller720@example.com,Midwest,Returning,2024-05-06
721,Wendy,Campbell,wendy.campbell721@example.com,Northeast,New,2023-03-19
722,Angela,Smith,angela.smith722@example.com,Midwest,Returning,2023-04-23
723,Joseph,Sawyer,joseph.sawyer723@example.com,Northeast,New,2024-04-14
724,David,Dalton,david.dalton724@example.com,Southwest,New,2024-04-29
725,Yvonne,White,yvonne.white725@example.com,Northeast,New,2023-04-11
726,Jared,Byrd,jared.byrd726@example.com,West,High Value,2025-05-27
727,Valerie,Knight,valerie.knight727@example.com,Midwest,Returning,2025-04-13
